	TCGA.2G.AAEW.01A	TCGA.2G.AAEX.01A	TCGA.2G.AAF1.01A	TCGA.2G.AAF4.01A	TCGA.2G.AAF6.01A	TCGA.2G.AAF8.01A	TCGA.2G.AAFE.01A	TCGA.2G.AAFG.01A	TCGA.2G.AAFG.05A	TCGA.2G.AAFH.01A	TCGA.2G.AAFI.01A	TCGA.2G.AAFJ.01A	TCGA.2G.AAFL.01A	TCGA.2G.AAFM.01A	TCGA.2G.AAFN.01A	TCGA.2G.AAFO.01A	TCGA.2G.AAFV.01A	TCGA.2G.AAFY.01A	TCGA.2G.AAFZ.01A	TCGA.2G.AAG0.01A	TCGA.2G.AAG3.01A	TCGA.2G.AAG5.01A	TCGA.2G.AAG6.01A	TCGA.2G.AAG7.01A	TCGA.2G.AAG8.01A	TCGA.2G.AAG9.01A	TCGA.2G.AAGA.01A	TCGA.2G.AAGC.01A	TCGA.2G.AAGE.01A	TCGA.2G.AAGF.01A	TCGA.2G.AAGG.01A	TCGA.2G.AAGI.01A	TCGA.2G.AAGI.05A	TCGA.2G.AAGJ.01A	TCGA.2G.AAGK.01A	TCGA.2G.AAGM.01A	TCGA.2G.AAGN.01A	TCGA.2G.AAGO.01A	TCGA.2G.AAGP.01A	TCGA.2G.AAGS.01A	TCGA.2G.AAGT.01A	TCGA.2G.AAGV.01A	TCGA.2G.AAGW.01A	TCGA.2G.AAGX.01A	TCGA.2G.AAGY.01A	TCGA.2G.AAGY.05A	TCGA.2G.AAGZ.01A	TCGA.2G.AAH0.01A	TCGA.2G.AAH2.01A	TCGA.2G.AAH3.01A	TCGA.2G.AAH4.01A	TCGA.2G.AAH8.01A	TCGA.2G.AAHA.01A	TCGA.2G.AAHC.01A	TCGA.2G.AAHG.01A	TCGA.2G.AAHL.01A	TCGA.2G.AAHN.01A	TCGA.2G.AAHP.01A	TCGA.2G.AAHP.05A	TCGA.2G.AAHT.01A	TCGA.2G.AAKD.01A	TCGA.2G.AAKG.01A	TCGA.2G.AAKG.05A	TCGA.2G.AAKH.01A	TCGA.2G.AAKL.01A	TCGA.2G.AAKM.01A	TCGA.2G.AAKO.01A	TCGA.2G.AAKO.05A	TCGA.2G.AAL5.01A	TCGA.2G.AAL7.01A	TCGA.2G.AALF.01A	TCGA.2G.AALG.01A	TCGA.2G.AALN.01A	TCGA.2G.AALO.01A	TCGA.2G.AALP.01A	TCGA.2G.AALQ.01A	TCGA.2G.AALR.01A	TCGA.2G.AALS.01A	TCGA.2G.AALT.01A	TCGA.2G.AALW.01A	TCGA.2G.AALX.01A	TCGA.2G.AALY.01A	TCGA.2G.AALZ.01A	TCGA.2G.AAM2.01A	TCGA.2G.AAM3.01A	TCGA.2G.AAM4.01A	TCGA.2X.A9D5.01A	TCGA.2X.A9D6.01A	TCGA.4K.AA1G.01A	TCGA.4K.AA1H.01A	TCGA.4K.AA1I.01A	TCGA.4K.AAAL.01A	TCGA.S6.A8JW.01A	TCGA.S6.A8JX.01A	TCGA.S6.A8JY.01A	TCGA.SB.A6J6.01A	TCGA.SB.A76C.01A	TCGA.SN.A6IS.01A	TCGA.SN.A84W.01A	TCGA.SN.A84X.01A	TCGA.SN.A84Y.01A	TCGA.SO.A8JP.01A	TCGA.VF.A8A8.01A	TCGA.VF.A8A9.01A	TCGA.VF.A8AA.01A	TCGA.VF.A8AB.01A	TCGA.VF.A8AC.01A	TCGA.VF.A8AD.01A	TCGA.VF.A8AE.01A	TCGA.W4.A7U2.01A	TCGA.W4.A7U3.01A	TCGA.W4.A7U4.01A	TCGA.WZ.A7V3.01A	TCGA.WZ.A7V4.01A	TCGA.WZ.A7V5.01A	TCGA.WZ.A8D5.01A	TCGA.X3.A8G4.01A	TCGA.XE.A8H1.01A	TCGA.XE.A8H4.01A	TCGA.XE.A8H5.01A	TCGA.XE.A9SE.01A	TCGA.XE.AANI.01A	TCGA.XE.AANJ.01A	TCGA.XE.AANR.01A	TCGA.XE.AANV.01A	TCGA.XE.AAO3.01A	TCGA.XE.AAO4.01A	TCGA.XE.AAO6.01A	TCGA.XE.AAOB.01A	TCGA.XE.AAOC.01A	TCGA.XE.AAOD.01A	TCGA.XE.AAOF.01A	TCGA.XE.AAOJ.01A	TCGA.XE.AAOL.01A	TCGA.XY.A89B.01A	TCGA.XY.A8S2.01A	TCGA.XY.A8S3.01B	TCGA.XY.A9T9.01A	TCGA.YU.A90P.01A	TCGA.YU.A90Q.01A	TCGA.YU.A90S.01A	TCGA.YU.A90W.01A	TCGA.YU.A90Y.01A	TCGA.YU.A912.01A	TCGA.YU.A94D.01A	TCGA.YU.A94I.01A	TCGA.YU.AA4L.01A	TCGA.YU.AA61.01A	TCGA.ZM.AA05.01A	TCGA.ZM.AA06.01A	TCGA.ZM.AA0B.01A	TCGA.ZM.AA0D.01A	TCGA.ZM.AA0E.01A	TCGA.ZM.AA0F.01A	TCGA.ZM.AA0H.01A	TCGA.ZM.AA0N.01A
cg07639720	0.05	0.06	0.06	0.06	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.05	0.04	0.05	0.05	0.09	0.04	0.04	0.04	0.06	0.03	0.03	0.03	0.04	0.05	0.04	0.04	0.04	0.05	0.03	0.04	0.06	0.05	0.06	0.03	0.04	0.05	0.04	0.04	0.07	0.03	0.03	0.04	0.04	0.04	0.04	0.05	0.03	0.04	0.03	0.04	0.06	0.06	0.04	0.04	0.05	0.04	0.04	0.04	0.03	0.04	0.04	0.06	0.04	0.04	0.05	0.06	0.04	0.04	0.17	0.04	0.03	0.04	0.04	0.03	0.05	0.05	0.04	0.05	0.03	0.04	0.04	0.04	0.04	0.04	0.07	0.05	0.04	0.06	0.05	0.04	0.03	0.03	0.03	0.07	0.04	0.04	0.04	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.07	0.04	0.18	0.03	0.05	0.05	0.05	0.05	0.04	0.04	0.04	0.04	0.03	0.04	0.03	0.03	0.05	0.03	0.05	0.04	0.04	0.04	0.06	0.05	0.04	0.04	0.05	0.04	0.1	0.04	0.04	0.03	0.05	0.03	0.04	0.04	0.04	0.09	0.03	0.1	0.04	0.04	0.05	0.06	0.04	0.07	0.05	0.04
cg21380294	0.06	0.06	0.12	0.11	0.07	0.06	0.11	0.06	0.1	0.05	0.06	0.05	0.07	0.08	0.05	0.07	0.12	0.05	0.14	0.06	0.05	0.05	0.06	0.04	0.05	0.06	0.04	0.07	0.04	0.06	0.08	0.15	0.07	0.07	0.06	0.09	0.05	0.05	0.07	0.06	0.06	0.05	0.04	0.05	0.05	0.04	0.06	0.07	0.07	0.04	0.07	0.04	0.08	0.1	0.05	0.06	0.1	0.04	0.08	0.07	0.03	0.06	0.06	0.07	0.05	0.05	0.07	0.08	0.1	0.08	0.09	0.06	0.05	0.05	0.04	0.08	0.19	0.07	0.08	0.09	0.06	0.06	0.04	0.05	0.06	0.04	0.06	0.09	0.04	0.09	0.07	0.11	0.05	0.04	0.06	0.08	0.06	0.06	0.07	0.07	0.05	0.05	0.04	0.06	0.09	0.1	0.1	0.09	0.09	0.06	0.05	0.06	0.06	0.1	0.1	0.08	0.11	0.04	0.09	0.05	0.05	0.05	0.09	0.06	0.07	0.05	0.07	0.05	0.09	0.09	0.07	0.06	0.05	0.06	0.08	0.06	0.07	0.06	0.07	0.04	0.14	0.05	0.09	0.05	0.05	0.08	0.03	0.08	0.1	0.07	0.06	0.1	0.11	0.11	0.08	0.1
cg23838179	0.09	0.09	0.08	0.08	0.09	0.08	0.09	0.08	0.07	0.08	0.08	0.11	0.07	0.08	0.08	0.06	0.07	0.07	0.1	0.07	0.09	0.07	0.08	0.09	0.07	0.08	0.09	0.07	0.08	0.08	0.07	0.11	0.08	0.07	0.08	0.08	0.1	0.08	0.08	0.06	0.06	0.09	0.08	0.08	0.09	0.07	0.08	0.08	0.08	0.08	0.08	0.08	0.09	0.07	0.08	0.08	0.08	0.07	0.08	0.08	0.08	0.07	0.07	0.08	0.07	0.08	0.08	0.09	0.07	0.07	0.07	0.08	0.08	0.08	0.08	0.1	0.09	0.08	0.09	0.08	0.08	0.11	0.11	0.08	0.09	0.08	0.08	0.08	0.09	0.09	0.08	0.08	0.08	0.06	0.09	0.07	0.08	0.08	0.1	0.09	0.09	0.07	0.1	0.1	0.08	0.09	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.08	0.06	0.09	0.08	0.07	0.09	0.09	0.09	0.09	0.09	0.09	0.08	0.08	0.08	0.09	0.1	0.07	0.08	0.08	0.08	0.08	0.09	0.1	0.08	0.09	0.09	0.08	0.07	0.09	0.09	0.06	0.06	0.08	0.08	0.07	0.11	0.07	0.1	0.1	0.08	0.08	0.09
cg02913089	0.13	0.11	0.12	0.12	0.13	0.11	0.12	0.11	0.1	0.11	0.07	0.23	0.1	0.11	0.09	0.1	0.09	0.09	0.22	0.08	0.15	0.1	0.12	0.12	0.1	0.1	0.09	0.09	0.1	0.11	0.11	0.14	0.15	0.1	0.1	0.13	0.11	0.11	0.09	0.11	0.07	0.22	0.06	0.15	0.14	0.1	0.08	0.1	0.11	0.09	0.09	0.11	0.12	0.12	0.09	0.11	0.1	0.08	0.11	0.11	0.09	0.08	0.1	0.1	0.08	0.09	0.12	0.11	0.08	0.1	0.09	0.1	0.1	0.1	0.09	0.12	0.1	0.11	0.16	0.1	0.09	0.13	0.1	0.1	0.19	0.09	0.12	0.1	0.1	0.1	0.12	0.12	0.1	0.08	0.11	0.09	0.11	0.1	0.11	0.1	0.1	0.09	0.09	0.1	0.1	0.06	0.09	0.09	0.11	0.1	0.12	0.09	0.1	0.13	0.09	0.15	0.1	0.1	0.12	0.08	0.09	0.12	0.09	0.08	0.1	0.1	0.13	0.12	0.11	0.09	0.11	0.12	0.1	0.09	0.12	0.12	0.17	0.09	0.12	0.09	0.1	0.11	0.12	0.08	0.06	0.07	0.08	0.13	0.12	0.12	0.1	0.13	0.13	0.11	0.1	0.11
cg26232187	0.04	0.05	0.09	0.07	0.05	0.04	0.05	0.06	0.06	0.04	0.04	0.03	0.05	0.04	0.03	0.05	0.03	0.06	0.04	0.04	0.04	0.03	0.05	0.03	0.05	0.04	0.04	0.03	0.03	0.04	0.04	0.04	0.04	0.03	0.05	0.03	0.05	0.04	0.03	0.04	0.05	0.03	0.04	0.03	0.03	0.05	0.03	0.05	0.04	0.04	0.05	0.07	0.04	0.05	0.03	0.05	0.05	0.05	0.04	0.05	0.03	0.04	0.05	0.05	0.04	0.04	0.04	0.05	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.04	0.03	0.03	0.04	0.03	0.04	0.03	0.05	0.04	0.03	0.05	0.04	0.04	0.03	0.03	0.04	0.04	0.03	0.04	0.04	0.05	0.04	0.04	0.04	0.05	0.08	0.07	0.06	0.05	0.04	0.04	0.04	0.04	0.07	0.05	0.05	0.04	0.04	0.05	0.06	0.04	0.05	0.03	0.04	0.03	0.06	0.03	0.04	0.05	0.06	0.03	0.06	0.03	0.04	0.03	0.06	0.04	0.04	0.05	0.05	0.04	0.04	0.04	0.03	0.05	0.03	0.04	0.05	0.07	0.04	0.04	0.06	0.04	0.06	0.07	0.04	0.06
cg08348496	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.03	0.03	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.22	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.28	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.07	0.02	0.05	0.02	0.02	0.02	0.04	0.02	0.02	0.02	0.02	0.09	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02
cg03698393	0.06	0.06	0.06	0.07	0.06	0.04	0.05	0.04	0.05	0.04	0.1	0.04	0.06	0.06	0.09	0.05	0.06	0.06	0.07	0.08	0.04	0.05	0.05	0.06	0.06	0.05	0.06	0.08	0.06	0.07	0.05	0.05	0.06	0.05	0.07	0.04	0.1	0.09	0.04	0.05	0.04	0.05	0.07	0.05	0.07	0.07	0.05	0.04	0.07	0.09	0.05	0.05	0.04	0.06	0.05	0.05	0.05	0.05	0.05	0.05	0.09	0.08	0.06	0.06	0.07	0.06	0.06	0.08	0.04	0.06	0.09	0.06	0.05	0.04	0.05	0.04	0.05	0.04	0.05	0.05	0.05	0.04	0.06	0.08	0.05	0.07	0.04	0.05	0.05	0.04	0.04	0.04	0.05	0.04	0.05	0.06	0.05	0.05	0.05	0.05	0.07	0.04	0.05	0.06	0.05	0.05	0.06	0.06	0.05	0.05	0.17	0.07	0.04	0.06	0.05	0.06	0.1	0.06	0.06	0.06	0.06	0.06	0.05	0.06	0.05	0.06	0.05	0.06	0.05	0.07	0.05	0.05	0.05	0.05	0.06	0.05	0.15	0.06	0.13	0.05	0.09	0.04	0.11	0.05	0.04	0.05	0.05	0.06	0.05	0.06	0.04	0.05	0.07	0.05	0.05	0.07
cg27011042	0.08	0.11	0.07	0.09	0.08	0.1	0.09	0.07	0.08	0.09	0.09	0.06	0.06	0.09	0.09	0.06	0.07	0.08	0.07	0.08	0.07	0.06	0.07	0.1	0.09	0.09	0.08	0.08	0.08	0.1	0.07	0.06	0.08	0.09	0.08	0.1	0.08	0.1	0.07	0.08	0.09	0.06	0.08	0.11	0.07	0.08	0.07	0.11	0.07	0.1	0.06	0.09	0.1	0.09	0.1	0.1	0.07	0.08	0.1	0.08	0.06	0.06	0.08	0.09	0.09	0.08	0.1	0.08	0.07	0.09	0.07	0.07	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.09	0.07	0.07	0.1	0.08	0.07	0.07	0.09	0.08	0.11	0.09	0.08	0.07	0.12	0.1	0.09	0.08	0.07	0.07	0.07	0.09	0.08	0.13	0.11	0.11	0.11	0.07	0.06	0.1	0.06	0.09	0.08	0.09	0.09	0.08	0.08	0.09	0.09	0.08	0.09	0.09	0.09	0.1	0.1	0.08	0.09	0.09	0.08	0.07	0.07	0.08	0.08	0.08	0.1	0.08	0.08	0.08	0.08	0.09	0.09	0.1	0.05	0.08	0.06	0.06	0.05	0.07	0.07	0.09	0.08	0.09	0.12	0.13	0.09	0.11
cg25523753	0.04	0.03	0.04	0.03	0.03	0.03	0.02	0.03	0.03	0.04	0.05	0.1	0.04	0.05	0.07	0.04	0.04	0.07	0.12	0.05	0.04	0.04	0.06	0.06	0.07	0.03	0.07	0.05	0.07	0.05	0.05	0.07	0.03	0.05	0.07	0.06	0.07	0.06	0.03	0.06	0.04	0.05	0.12	0.07	0.04	0.03	0.05	0.03	0.09	0.03	0.06	0.03	0.04	0.03	0.03	0.03	0.03	0.02	0.03	0.03	0.04	0.06	0.03	0.06	0.08	0.06	0.04	0.04	0.04	0.09	0.04	0.04	0.07	0.04	0.05	0.05	0.07	0.06	0.04	0.05	0.07	0.05	0.04	0.06	0.04	0.06	0.03	0.05	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.05	0.03	0.04	0.05	0.04	0.08	0.03	0.09	0.03	0.06	0.04	0.05	0.05	0.03	0.03	0.04	0.12	0.06	0.03	0.03	0.03	0.05	0.04	0.03	0.03	0.04	0.04	0.04	0.04	0.03	0.03	0.03	0.03	0.04	0.05	0.03	0.03	0.05	0.03	0.03	0.11	0.09	0.04	0.07	0.03	0.03	0.03	0.06	0.03	0.03	0.04	0.04	0.05	0.03	0.03	0.04	0.03	0.03	0.04	0.04	0.04
cg24424381	0.03	0.03	0.04	0.03	0.03	0.03	0.02	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.06	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.21	0.04	0.03	0.03	0.06	0.03	0.03	0.03	0.03	0.15	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.02	0.03	0.04	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.02	0.04	0.04	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.04	0.03	0.04	0.04	0.03	0.03	0.03	0.04	0.02	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.05	0.03	0.04	0.03	0.03
cg17732044	0.05	0.05	0.05	0.04	0.04	0.04	0.05	0.05	0.04	0.04	0.09	0.1	0.04	0.04	0.05	0.05	0.05	0.05	0.04	0.05	0.11	0.11	0.06	0.1	0.04	0.05	0.04	0.06	0.05	0.06	0.08	0.05	0.05	0.05	0.05	0.33	0.04	0.04	0.04	0.18	0.05	0.05	0.03	0.08	0.22	0.04	0.04	0.04	0.06	0.04	0.06	0.05	0.06	0.05	0.04	0.06	0.04	0.04	0.06	0.04	0.04	0.05	0.04	0.08	0.04	0.05	0.07	0.05	0.05	0.05	0.04	0.06	0.08	0.06	0.06	0.04	0.04	0.05	0.06	0.13	0.04	0.05	0.2	0.04	0.07	0.05	0.05	0.04	0.04	0.06	0.04	0.04	0.03	0.04	0.05	0.04	0.04	0.05	0.08	0.05	0.04	0.05	0.04	0.04	0.05	0.05	0.05	0.04	0.05	0.04	0.05	0.04	0.05	0.04	0.04	0.05	0.05	0.05	0.07	0.05	0.08	0.09	0.05	0.04	0.04	0.04	0.04	0.05	0.06	0.07	0.05	0.04	0.05	0.04	0.05	0.04	0.07	0.05	0.07	0.04	0.05	0.04	0.12	0.05	0.04	0.05	0.03	0.06	0.06	0.05	0.03	0.05	0.06	0.07	0.06	0.04
cg01294695	0.04	0.03	0.1	0.03	0.07	0.02	0.07	0.04	0.07	0.03	0.18	0.2	0.12	0.2	0.24	0.16	0.02	0.17	0.28	0.23	0.08	0.1	0.17	0.29	0.19	0.09	0.29	0.17	0.17	0.12	0.16	0.08	0.13	0.14	0.27	0.23	0.2	0.31	0.07	0.1	0.04	0.14	0.25	0.05	0.06	0.02	0.09	0.06	0.07	0.03	0.14	0.02	0.05	0.06	0.02	0.05	0.08	0.01	0.05	0.04	0.13	0.2	0.07	0.13	0.21	0.22	0.04	0.07	0.04	0.3	0.04	0.09	0.13	0.04	0.12	0.15	0.17	0.07	0.13	0.19	0.06	0.1	0.04	0.1	0.08	0.15	0.06	0.04	0.02	0.04	0.1	0.03	0.05	0.01	0.02	0.09	0.03	0.04	0.05	0.11	0.19	0.02	0.2	0.04	0.08	0.11	0.07	0.06	0.04	0.05	0.02	0.3	0.03	0.09	0.08	0.1	0.15	0.23	0.09	0.03	0.02	0.03	0.05	0.12	0.07	0.03	0.06	0.04	0.07	0.07	0.04	0.07	0.05	0.02	0.05	0.24	0.17	0.08	0.21	0.02	0.08	0.02	0.17	0.03	0.04	0.02	0.02	0.06	0.05	0.06	0.04	0.03	0.11	0.1	0.03	0.05
cg17891123	0.12	0.1	0.12	0.12	0.13	0.09	0.11	0.11	0.1	0.11	0.12	0.35	0.09	0.09	0.12	0.09	0.09	0.1	0.15	0.09	0.18	0.12	0.16	0.13	0.1	0.11	0.11	0.11	0.13	0.1	0.13	0.14	0.11	0.11	0.09	0.11	0.11	0.1	0.1	0.13	0.09	0.13	0.11	0.19	0.16	0.12	0.1	0.12	0.11	0.11	0.09	0.1	0.12	0.09	0.11	0.13	0.12	0.11	0.11	0.12	0.11	0.09	0.09	0.11	0.09	0.1	0.13	0.13	0.12	0.11	0.07	0.12	0.22	0.09	0.1	0.17	0.1	0.14	0.12	0.11	0.12	0.13	0.15	0.1	0.16	0.11	0.12	0.13	0.11	0.1	0.12	0.12	0.12	0.12	0.12	0.11	0.13	0.11	0.25	0.14	0.1	0.11	0.12	0.13	0.13	0.12	0.12	0.09	0.11	0.11	0.09	0.11	0.11	0.12	0.11	0.11	0.14	0.11	0.11	0.1	0.12	0.2	0.12	0.1	0.12	0.11	0.13	0.12	0.12	0.18	0.09	0.13	0.14	0.09	0.12	0.1	0.15	0.13	0.1	0.11	0.12	0.12	0.1	0.13	0.15	0.08	0.1	0.15	0.1	0.11	0.1	0.12	0.11	0.13	0.11	0.14
cg08718071	0.06	0.04	0.05	0.05	0.05	0.03	0.06	0.04	0.04	0.06	0.04	0.05	0.04	0.04	0.04	0.05	0.03	0.05	0.05	0.05	0.04	0.04	0.04	0.05	0.06	0.04	0.05	0.05	0.05	0.06	0.04	0.04	0.05	0.04	0.03	0.07	0.05	0.04	0.04	0.06	0.04	0.04	0.05	0.05	0.04	0.05	0.03	0.04	0.04	0.04	0.04	0.04	0.05	0.05	0.05	0.05	0.05	0.04	0.06	0.04	0.05	0.05	0.04	0.05	0.05	0.05	0.04	0.04	0.04	0.04	0.05	0.04	0.08	0.04	0.05	0.05	0.04	0.04	0.04	0.05	0.04	0.05	0.04	0.04	0.05	0.05	0.05	0.05	0.05	0.04	0.04	0.04	0.04	0.05	0.04	0.05	0.04	0.05	0.04	0.05	0.04	0.04	0.05	0.05	0.05	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.05	0.05	0.04	0.05	0.07	0.05	0.05	0.05	0.06	0.04	0.05	0.04	0.05	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.05	0.06	0.04	0.04	0.05	0.03	0.04	0.05	0.03	0.04	0.03	0.05	0.04	0.05	0.05	0.05	0.05	0.06	0.04	0.05
cg27626899	0.12	0.12	0.13	0.12	0.11	0.11	0.11	0.12	0.12	0.12	0.27	0.21	0.19	0.21	0.33	0.2	0.13	0.26	0.22	0.28	0.12	0.13	0.11	0.35	0.22	0.1	0.32	0.3	0.32	0.29	0.15	0.23	0.12	0.27	0.28	0.21	0.26	0.27	0.15	0.23	0.12	0.12	0.39	0.2	0.18	0.11	0.2	0.11	0.21	0.11	0.21	0.12	0.12	0.12	0.11	0.11	0.11	0.09	0.12	0.12	0.3	0.32	0.15	0.29	0.29	0.28	0.13	0.12	0.14	0.29	0.14	0.14	0.28	0.11	0.24	0.2	0.17	0.22	0.16	0.15	0.16	0.23	0.15	0.35	0.16	0.31	0.11	0.11	0.11	0.11	0.13	0.11	0.09	0.11	0.14	0.11	0.1	0.12	0.15	0.14	0.36	0.11	0.36	0.12	0.13	0.13	0.11	0.2	0.13	0.1	0.16	0.33	0.13	0.14	0.12	0.1	0.27	0.26	0.12	0.12	0.12	0.15	0.11	0.12	0.11	0.1	0.12	0.12	0.19	0.11	0.11	0.13	0.16	0.09	0.1	0.32	0.33	0.12	0.25	0.11	0.11	0.1	0.26	0.12	0.12	0.13	0.17	0.19	0.12	0.12	0.09	0.13	0.13	0.11	0.1	0.13
cg25475171	0.04	0.03	0.05	0.05	0.04	0.04	0.05	0.03	0.07	0.04	0.07	0.03	0.05	0.05	0.05	0.05	0.03	0.06	0.03	0.06	0.04	0.04	0.03	0.07	0.07	0.04	0.08	0.08	0.05	0.05	0.04	0.04	0.04	0.04	0.06	0.04	0.05	0.1	0.03	0.05	0.04	0.03	0.07	0.04	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.05	0.03	0.04	0.06	0.08	0.05	0.07	0.04	0.07	0.06	0.07	0.04	0.04	0.03	0.07	0.05	0.04	0.05	0.03	0.04	0.03	0.03	0.04	0.04	0.09	0.03	0.04	0.04	0.06	0.04	0.07	0.04	0.05	0.04	0.04	0.03	0.05	0.03	0.03	0.05	0.04	0.04	0.05	0.03	0.04	0.08	0.04	0.06	0.04	0.05	0.04	0.05	0.04	0.03	0.04	0.09	0.12	0.04	0.05	0.04	0.03	0.04	0.06	0.04	0.04	0.04	0.04	0.05	0.04	0.06	0.05	0.04	0.05	0.05	0.03	0.04	0.04	0.03	0.03	0.05	0.06	0.07	0.07	0.08	0.04	0.04	0.04	0.05	0.03	0.03	0.03	0.03	0.13	0.05	0.04	0.04	0.04	0.05	0.04	0.03	0.05
cg24824266	0.06	0.06	0.06	0.07	0.07	0.06	0.06	0.07	0.07	0.05	0.11	0.05	0.05	0.09	0.12	0.07	0.05	0.09	0.06	0.09	0.06	0.06	0.05	0.08	0.08	0.05	0.1	0.11	0.08	0.06	0.07	0.05	0.06	0.07	0.11	0.07	0.09	0.16	0.04	0.08	0.07	0.06	0.1	0.05	0.06	0.07	0.06	0.06	0.05	0.06	0.06	0.05	0.1	0.07	0.06	0.05	0.06	0.06	0.07	0.07	0.07	0.12	0.05	0.11	0.09	0.08	0.06	0.07	0.05	0.1	0.04	0.06	0.1	0.05	0.04	0.05	0.05	0.07	0.06	0.15	0.05	0.08	0.06	0.09	0.05	0.06	0.06	0.06	0.06	0.05	0.06	0.07	0.05	0.05	0.07	0.05	0.07	0.06	0.06	0.05	0.1	0.06	0.13	0.07	0.07	0.07	0.06	0.07	0.06	0.07	0.08	0.13	0.06	0.07	0.05	0.07	0.05	0.1	0.07	0.07	0.08	0.05	0.07	0.06	0.06	0.06	0.07	0.06	0.08	0.05	0.06	0.07	0.06	0.04	0.07	0.11	0.11	0.07	0.11	0.06	0.07	0.06	0.12	0.05	0.04	0.04	0.05	0.19	0.06	0.06	0.06	0.06	0.09	0.08	0.06	0.07
cg08404227	0.04	0.05	0.05	0.06	0.05	0.06	0.04	0.06	0.05	0.05	0.06	0.05	0.05	0.04	0.05	0.04	0.05	0.05	0.05	0.04	0.05	0.04	0.03	0.04	0.04	0.04	0.05	0.05	0.04	0.03	0.05	0.08	0.05	0.04	0.12	0.04	0.05	0.05	0.04	0.04	0.09	0.04	0.05	0.03	0.04	0.05	0.03	0.06	0.04	0.06	0.06	0.04	0.03	0.04	0.05	0.04	0.06	0.03	0.04	0.04	0.03	0.07	0.04	0.04	0.04	0.03	0.06	0.07	0.04	0.04	0.21	0.08	0.04	0.04	0.04	0.04	0.05	0.06	0.04	0.09	0.05	0.04	0.03	0.04	0.06	0.04	0.04	0.04	0.04	0.04	0.05	0.05	0.04	0.04	0.06	0.06	0.04	0.05	0.05	0.05	0.04	0.05	0.05	0.06	0.06	0.03	0.05	0.05	0.05	0.04	0.05	0.05	0.04	0.06	0.05	0.05	0.05	0.06	0.04	0.05	0.08	0.05	0.05	0.04	0.06	0.04	0.05	0.04	0.05	0.04	0.05	0.03	0.04	0.04	0.05	0.04	0.07	0.07	0.04	0.04	0.04	0.05	0.06	0.05	0.03	0.03	0.06	0.24	0.04	0.05	0.04	0.05	0.05	0.08	0.05	0.06
